0.6456, 0.6304
0.6217, 0.6489
0.6089, 0.6573
0.5981, 0.6619
0.5905, 0.6669
0.5840, 0.6730
0.5783, 0.6784
0.5733, 0.6824
0.5696, 0.6844
0.5664, 0.6870
0.5634, 0.6898
0.5600, 0.6936
0.5577, 0.6956
0.5548, 0.6964
0.5533, 0.6997
0.5516, 0.7008
0.5493, 0.7024
0.5472, 0.7021
0.5458, 0.7050
0.5450, 0.7042
0.5431, 0.7062
0.5407, 0.7106
0.5405, 0.7093
0.5390, 0.7125
0.5371, 0.7150
0.5364, 0.7171
0.5353, 0.7153
0.5351, 0.7191
0.5339, 0.7198
0.5326, 0.7198
0.5319, 0.7211
0.5304, 0.7251
0.5301, 0.7196
0.5296, 0.7218
0.5289, 0.7218
0.5277, 0.7233
0.5271, 0.7253
0.5268, 0.7247
0.5260, 0.7259
0.5240, 0.7270
0.5249, 0.7291
0.5237, 0.7287
0.5239, 0.7269
0.5227, 0.7323
0.5226, 0.7269
0.5213, 0.7292
0.5212, 0.7285
0.5207, 0.7320
0.5195, 0.7319
0.5194, 0.7303
0.5190, 0.7312
0.5174, 0.7348
0.5184, 0.7330
0.5185, 0.7318
0.5177, 0.7339
0.5164, 0.7350
0.5163, 0.7346
0.5161, 0.7341
0.5154, 0.7317
0.5153, 0.7329
0.5151, 0.7382
0.5145, 0.7366
0.5143, 0.7350
0.5135, 0.7375
0.5135, 0.7350
0.5125, 0.7361
0.5120, 0.7377
0.5114, 0.7401
0.5112, 0.7388
0.5120, 0.7391
0.5100, 0.7372
0.5105, 0.7376
0.5096, 0.7401
0.5104, 0.7392
0.5092, 0.7389
0.5078, 0.7431
0.5093, 0.7388
0.5076, 0.7427
0.5083, 0.7437
0.5085, 0.7417
0.5077, 0.7411
0.5073, 0.7402
0.5061, 0.7394
0.5058, 0.7447
0.5061, 0.7427
0.5065, 0.7426
0.5054, 0.7422
0.5051, 0.7450
0.5051, 0.7430
0.5048, 0.7423
0.5048, 0.7433
0.5051, 0.7439
0.5037, 0.7442
0.5039, 0.7446
0.5044, 0.7459
0.5026, 0.7468
0.5040, 0.7441
0.5027, 0.7454
0.5020, 0.7489
0.5017, 0.7471
